#{"t_start": 1670683746.1456249, "env_id": null}
r,l,t,num_scen
1.8373697,5,253.072305,1008
2.1865141,4,254.795702,126
2.2036114,4,256.644714,105
2.1858385,4,258.719519,112
1.9033961,4,260.940157,175
1.9065782,6,266.994787,945
2.1835525,4,269.516512,294
1.8341252,4,270.840297,126
1.831091,6,275.685481,1008
2.1675112,4,278.752699,252
2.2207003,4,280.488571,150
1.8867505,5,284.04159,700
1.9321544,5,287.441789,336
1.9342084,4,288.966559,105
1.9140596,4,290.129539,112
1.8280537,6,294.056868,945
1.8136532,5,300.830275,1008
2.1762967,4,303.389792,252
2.0949597,6,310.036205,1134
2.1352994,5,313.155729,500
2.1925864,4,314.847219,120
1.8436831,6,319.476548,1008
2.093992,5,325.83731,735
2.0821903,6,332.119582,1134
2.1482248,4,333.817193,105
2.189456,4,335.20212,120
2.1224773,6,339.831575,900
2.1381,5,342.409808,525
2.5520778,6,348.44573,1008
2.2768302,6,352.823117,810
2.144091,6,357.587599,972
1.9626316,4,359.489757,126
2.1189668,6,365.165476,945
1.884732,5,369.155842,630
1.8456631,6,373.517425,960
2.1080022,6,378.188956,945
1.9235415,4,380.936962,147
1.760736,6,384.816848,720
2.2151074,4,386.963081,140
2.09426,6,393.290897,1080
2.1969354,4,395.535447,175
2.1061406,6,399.46151,960
1.9302268,4,402.084518,147
2.102364,5,405.195534,720
2.302714,5,408.569692,630
1.8570288,6,414.571847,945
1.7997003,5,417.981562,1080
1.9117056,4,419.439771,105
1.9078215,5,423.801306,560
1.8958051,5,426.07246,135
1.8702981,6,431.404677,756
1.8082937,5,435.54776,900
1.8424673,6,441.138561,972
2.7146814,6,448.789319,972
2.1251762,5,455.225857,600
1.9319073,5,459.373204,450
2.124904,6,464.119401,1008
2.087311,6,468.740529,960
1.8376577,6,474.522269,1008
2.1704733,6,480.301645,756
1.9096261,6,484.80058,1008
2.0171742,4,488.169436,175
2.085581,5,494.394751,1050
2.164818,5,496.860497,300
1.8281968,5,501.004807,980
1.8863889,5,504.555778,840
1.9573267,5,508.22357,378
2.1173089,5,513.327609,720
2.1125169,5,517.11275,756
1.8918809,6,522.212,1134
1.8806851,5,525.553974,735
2.1846619,5,527.517608,135
2.0895674,6,532.654759,1134
1.853725,4,534.197864,120
1.8584356,5,538.304709,756
2.4181304,4,540.179046,140
1.9064308,4,542.772784,252
1.8781534,6,548.029679,1080
2.1103559,5,552.947592,784
1.8876402,6,558.570621,864
2.1201494,5,562.496809,576
1.7156312,6,567.169617,945
2.082484,6,572.320466,1080
1.8199,6,576.529859,810
2.1529043,5,579.022771,270
1.9016092,4,580.83761,126
2.0965273,5,587.693783,882
1.8863851,5,590.147747,450
2.181732,4,592.235568,105
2.1173768,5,596.83269,630
1.8873872,6,601.728676,720
2.1169791,6,607.665848,945
1.8509991,5,609.947656,216
2.055302,4,611.462505,120
2.1942685,4,613.971983,147
1.8597878,5,617.153863,450
2.2013853,4,618.903027,120
2.1400878,5,624.792516,1050
1.9057662,5,627.411593,324
2.0358968,6,632.738712,945
1.9077468,4,634.942018,112
2.0675368,6,639.552976,1080
2.117316,5,643.475158,735
2.1529162,6,648.951472,1152
2.1232457,5,652.784587,576
1.9541152,4,655.106655,105
2.1834295,4,657.315805,168
2.129459,6,661.524684,756
2.112722,5,665.282866,720
1.9090286,4,667.784322,210
2.0748641,5,672.443434,1176
2.11225,6,678.180949,945
1.9017346,5,680.501112,216
1.8553829,6,684.416248,675
1.8811637,6,690.037009,945
1.7712061,6,695.81542,1080
2.077396,5,699.91846,1008
2.2119381,4,701.781812,120
2.0745053,5,709.551574,1176
1.7958041,6,714.353316,1125
1.894518,5,718.802515,840
1.889566,5,721.469966,288
2.0897005,5,726.838528,840
1.9100248,4,728.613839,120
1.8554777,5,731.23145,378
2.117184,4,733.936727,210
2.1342695,4,736.084059,105
2.1518037,5,739.285462,360
1.9406105,4,741.875586,126
1.8893615,6,747.528588,1008
2.0387218,6,754.328184,1134
1.8852725,5,756.854574,216
1.8095312,6,761.817463,960
1.7474389,5,764.14374,270
2.1593027,5,767.827763,525
1.9492756,5,770.848233,378
1.8554902,5,774.142728,700
2.1858954,4,775.974721,168
1.8953186,5,778.010476,240
1.8532407,4,779.203494,112
2.1369364,5,783.104733,630
1.8916999,4,785.282164,126
2.5558267,6,790.6251,1080
1.9831758,4,793.393734,105
1.8316469,5,796.710383,600
1.8751959,5,804.893631,504
1.9687319,5,808.627465,360
1.8311439,6,813.020581,1008
1.8924402,6,816.925807,720
1.8676697,5,820.997973,672
2.1928651,4,822.944513,180
2.0914435,6,829.40866,1134
2.194935,4,831.273801,108
1.9414802,4,833.056455,168
2.1688657,6,838.674717,1080
2.1826484,4,840.453465,108
1.8767968,5,843.888763,672
1.8628569,5,851.176667,882
2.1387527,4,852.888941,168
1.8850023,4,856.016906,245
1.829146,5,860.690761,1176
2.0633862,5,866.670885,1176
2.1954217,4,868.744632,175
1.9621664,4,870.370561,140
1.896176,4,871.907129,120
1.9496726,4,874.690523,175
2.095797,6,880.507877,1080
2.0773156,5,886.332323,1080
2.0994596,5,890.373102,504
1.8368118,6,896.20453,1134
2.140718,5,906.5435,400
1.8368115,6,910.875937,945
1.8350598,6,915.413066,1080
2.078084,5,919.201856,630
2.1137614,6,922.736786,756
1.8036923,6,927.46556,945
1.8657169,6,932.306673,810
1.7677937,4,933.778043,140
2.1001916,6,936.912951,675
2.115703,6,942.314731,945
2.187314,4,943.872692,120
2.1837542,4,945.691029,120
1.8594146,6,951.860502,1008
1.9540435,4,953.745889,105
1.9143865,4,955.734178,112
2.1455977,5,957.810591,216
1.9444889,4,959.490755,147
2.1444178,5,961.773945,420
2.081234,6,964.531319,405
1.9143456,5,968.036525,540
1.8550912,6,973.894068,1080
1.9041436,4,975.553056,108
1.8002089,6,980.585556,1008
1.8756446,4,982.879864,294
2.196011,4,985.076062,168
2.136558,5,988.221522,432
2.1925144,4,990.189667,108
1.8394004,6,995.363374,1080
2.197192,4,996.772602,108
2.17146,4,998.456631,120
2.0097437,5,1000.371723,270
2.2194853,4,1002.068411,105
1.9044359,4,1004.134527,210
2.1000657,6,1009.951719,1152
1.9149412,5,1012.092011,240
1.8471104,4,1013.797751,210
2.452072,6,1017.178211,810
1.9654185,5,1019.27976,288
2.1246634,5,1024.198258,630
2.1282253,6,1029.184828,1008
2.085447,6,1035.646911,1134
1.9472232,4,1037.302241,126
1.9138436,4,1040.266059,210
2.1533284,6,1044.718973,945
2.0987566,6,1048.823775,1008
1.9466791,6,1052.818919,864
2.1225142,6,1058.200785,945
2.087121,6,1062.588148,1125
1.8113319,5,1066.10182,1029
1.8645579,4,1067.448775,140
2.1931367,4,1069.441314,105
1.8953325,5,1072.952485,720
1.8262466,6,1077.881071,1134
1.8972846,4,1079.5112,180
1.9048424,5,1083.78036,432
1.9120167,6,1089.315399,972
2.286699,6,1094.050773,1080
1.8371043,6,1098.305457,1008
1.9166558,5,1100.363239,288
2.1278827,6,1104.395804,945
2.106149,6,1108.664341,900
2.184641,4,1110.415393,175
2.2010107,5,1113.469865,700
1.7220536,5,1116.848724,840
1.8866782,6,1121.350093,1080
1.8375659,5,1126.713477,1176
2.1252933,6,1131.899555,1008
1.9257818,5,1134.35124,300
2.1935043,4,1135.73888,120
2.1389728,5,1138.133241,252
1.8929805,5,1142.26626,735
2.1343153,6,1146.430896,900
1.75182,4,1148.373591,126
1.9908128,4,1150.21258,168
1.8916651,5,1153.018446,504
1.8481752,6,1157.185415,1008
2.1067855,5,1161.303263,840
1.8589084,6,1167.690023,1134
1.871394,4,1169.034558,147
1.7870009,4,1170.619897,120
1.769009,4,1173.234657,294
1.9593506,4,1174.95225,180
1.8529888,6,1179.345165,900
1.8745352,5,1181.789776,360
1.8586794,5,1185.97084,735
2.1850162,4,1188.548763,105
1.8398644,6,1192.489193,900
1.9212147,4,1194.127247,120
1.8016578,6,1198.4755,1008
1.8914181,5,1203.485234,630
1.8633382,6,1208.639582,1134
1.8647915,6,1212.798746,810
1.7066196,5,1217.532029,1050
1.8341146,5,1222.045228,980
1.897174,4,1224.698605,140
1.9134967,5,1228.084777,324
2.1704068,4,1229.872931,126
1.8808197,6,1235.780002,1134
1.7895197,6,1240.718128,1134
2.1618898,5,1242.569138,192
2.1465359,5,1245.314231,360
2.1478918,6,1250.432448,1008
1.8399911,6,1255.155126,1152
2.1449704,6,1259.463199,945
2.161187,5,1261.732244,270
2.1137393,5,1263.325873,180
2.0784726,6,1269.616099,1134
1.8885181,5,1272.031793,504
1.8769776,5,1274.923158,360
1.8761538,4,1276.850996,210
1.8885521,4,1278.185219,112
2.1940665,4,1279.838278,168
1.824909,5,1282.072356,360
1.8995715,4,1284.65929,294
2.1036901,6,1289.60442,945
2.221038,4,1291.053399,120
1.8404297,6,1295.866376,1008
2.0867782,5,1299.383018,900
1.8306248,6,1302.994186,900
1.8741419,4,1304.586546,120
2.001064,4,1306.276882,112
1.9335928,5,1308.689893,336
2.1218188,6,1313.684436,1080
2.1594894,5,1317.159617,600
2.086886,6,1321.612073,972
2.1938963,4,1324.072807,105
1.8973253,5,1329.996211,882
2.2226217,6,1335.067062,1134
1.904094,4,1337.127234,126
2.1635,5,1340.088769,540
2.1460128,6,1344.497948,720
2.194366,4,1346.326751,196
2.179716,4,1347.844102,120
1.9668461,5,1350.389673,450
1.8418136,6,1353.645999,648
1.8765736,5,1357.214406,756
1.8728652,6,1362.605388,1134
1.7560538,6,1366.33133,945
2.1860604,5,1368.116111,192
2.1842756,4,1370.229465,294
1.8704226,4,1373.239882,294
2.122265,6,1376.923609,756
2.1076941,5,1379.79224,504
2.1517017,5,1382.327618,270
1.8143957,6,1387.720968,1125
2.0168908,6,1392.466486,1134
1.9377202,6,1398.899765,1134
2.0828044,6,1403.375932,1080
2.1821775,4,1405.927281,126
1.9610972,4,1407.892129,105
1.7905545,4,1409.978754,126
1.86475,5,1416.322095,882
1.8887764,4,1417.868417,105
1.9084274,5,1421.269497,378
1.863204,6,1426.723324,972
2.1316504,5,1429.407683,540
1.8145574,6,1433.646518,960
1.8045686,6,1438.877068,1080
2.1853347,4,1440.464526,210
1.9098953,4,1442.906359,210
1.9586481,4,1444.79479,180
1.8928283,4,1446.379296,175
2.13061,5,1448.654628,315
2.1880531,4,1450.30718,105
1.8358568,6,1454.223486,648
1.8162909,5,1459.320036,980
2.095407,6,1463.977116,1134
2.1241264,5,1467.099043,756
1.8741415,5,1469.698932,360
1.8075892,6,1474.071904,1080
2.2021909,4,1475.615516,120
1.9100237,4,1477.300581,120
1.8841909,4,1479.30183,180
2.1293893,5,1482.717408,600
2.0945523,5,1485.99582,840
1.8521671,6,1491.038963,1080
2.0268455,5,1493.751976,315
2.159753,6,1499.301708,945
1.9344023,4,1500.604902,105
1.8718485,4,1502.811924,245
2.0876842,6,1507.273279,960
2.1483037,6,1512.291644,945
2.237267,5,1515.405615,756
2.199092,4,1518.126858,147
2.1769874,4,1519.637962,196
2.1768582,4,1521.460339,112
2.1213496,5,1524.429272,600
1.8613446,4,1526.207118,140
1.7548943,5,1528.964373,540
2.6619608,6,1533.735335,945
2.0822227,6,1538.804184,1080
1.9807414,4,1540.330027,140
2.1072009,6,1546.434832,1134
2.1276174,5,1549.425641,600
2.08312,5,1554.586798,1008
1.9345741,4,1556.010827,120
1.9231985,4,1557.781764,144
1.9304597,4,1560.209594,343
1.9513367,4,1561.776119,105
1.9298681,6,1566.474732,864
2.2208953,4,1568.054097,144
2.662965,6,1571.876607,945
2.1113584,5,1575.925668,720
2.096541,6,1580.477523,945
2.118118,5,1584.50402,672
1.9138004,5,1587.05893,420
1.8773508,5,1589.653919,378
1.7024009,6,1594.572345,1125
2.1795664,4,1596.43409,210
1.8525078,6,1600.682462,945
2.1971042,6,1604.065852,648
1.8579705,4,1606.322204,105
1.8645899,6,1612.196151,1008
1.8085724,6,1616.240615,810
1.856213,5,1619.971902,875
2.1909037,4,1621.648942,105
1.8902806,4,1623.422611,210
1.918742,4,1624.983765,105
1.8793305,5,1630.476918,882
1.7741641,4,1631.795911,105
2.182092,4,1633.82363,175
1.8436337,5,1639.954142,1176
1.8371873,5,1642.690664,720
1.812802,5,1646.082422,900
1.7322174,6,1650.351486,1134
1.8491647,6,1655.038177,945
2.35152,6,1659.336845,900
2.1420472,4,1660.742524,105
1.8667339,5,1663.390042,432
1.8488456,4,1664.940256,175
1.9149481,4,1667.29756,140
1.9168713,6,1671.98299,972
2.1417444,5,1674.75278,336
1.8912401,5,1676.843988,288
2.0982034,6,1681.896474,1008
2.1424313,6,1686.358083,960
1.8083116,6,1691.230249,1134
2.1931083,6,1694.982215,648
1.8693086,6,1699.385026,810
1.8328727,5,1703.118056,756
2.4232216,5,1705.75465,378
1.8540162,5,1708.343061,525
2.10183,6,1713.488733,1080
1.891447,6,1718.36722,900
1.8862494,4,1719.873814,112
2.1147568,6,1723.922417,972
2.268702,4,1725.789298,112
1.8560234,6,1729.571786,810
1.7786268,4,1731.282261,140
1.9005886,4,1732.932425,168
2.1522665,4,1734.843607,105
2.1066,5,1738.547879,840
1.8531834,5,1743.831323,882
1.930055,4,1745.52558,168
1.8049837,5,1750.426434,1050
1.8107635,6,1754.556848,1080
2.1016002,5,1758.266846,700
2.109607,6,1761.895285,900
2.2404275,4,1763.641738,120
1.9650378,4,1765.181282,252
1.8126849,6,1769.779834,1080
