#{"t_start": 1670510597.4666276, "env_id": null}
r,l,t,num_scen
1.7538537,4,1299.457508,105
2.145019,5,1304.426599,378
1.9070005,6,1310.317626,972
2.1376896,5,1313.442852,540
2.1890643,6,1317.661877,960
2.140675,6,1322.443454,1080
2.184589,4,1324.412339,210
2.2019923,4,1327.100023,210
1.918521,4,1329.053283,180
1.8943293,4,1330.553385,175
1.8786138,5,1332.928548,315
1.886455,4,1334.913059,105
2.1628952,6,1339.116682,648
2.0803072,5,1345.366898,980
1.8495607,6,1350.164099,1134
1.7319807,5,1353.773731,756
1.9020149,5,1356.32077,360
1.7419394,6,1360.383548,1080
2.1994781,4,1362.08679,120
1.9668306,4,1363.446271,120
2.1905687,4,1364.899482,180
2.142389,5,1368.321592,600
1.8211915,5,1372.259374,840
1.9036611,6,1376.650285,1080
2.1555953,5,1379.478606,315
2.0899262,6,1384.041416,945
1.8717284,4,1385.260267,105
1.9180487,4,1386.963498,245
2.165982,6,1390.744999,960
1.8648329,6,1395.323437,945
2.1718245,5,1398.965925,756
1.8757073,4,1401.216092,147
1.7888992,4,1402.981824,196
2.0228107,4,1404.6699,112
2.1544902,5,1407.497759,600
2.1754866,4,1409.638542,140
1.94139,5,1412.623109,540
1.9506763,6,1417.451745,945
2.1390784,6,1422.701926,1080
1.8863,4,1424.13952,140
1.8586533,6,1428.952349,1134
1.9265813,5,1431.81212,600
2.1222508,5,1436.234098,1008
1.9094875,4,1437.687322,120
2.181774,4,1439.296815,144
1.8966267,4,1441.171936,343
2.2545164,4,1442.593921,105
1.8810067,6,1447.109848,864
1.9065521,4,1448.672465,144
1.9699082,6,1453.204008,945
2.1285381,5,1456.923019,720
1.8629997,6,1461.110801,945
2.1332405,5,1465.173585,672
2.168076,5,1467.220591,420
1.8691125,5,1469.720762,378
1.9080385,6,1475.111756,1125
2.1767344,4,1477.37828,210
4.4352965,6,1481.566064,945
1.944317,6,1485.441328,648
1.9325022,4,1488.082141,105
2.326041,6,1493.926303,1008
1.9704741,6,1498.254704,810
1.8457623,5,1502.114343,875
1.9538505,4,1503.69259,105
1.7873018,4,1505.567706,210
1.925324,4,1507.067808,105
1.9007773,5,1511.45875,882
2.2022533,4,1512.8182,105
1.9110525,4,1514.771459,175
1.8678576,5,1521.959464,1176
1.8650852,5,1525.037786,720
1.7607218,5,1528.31926,900
1.8363372,6,1532.928951,1134
4.1194158,6,1537.398153,945
2.15195,6,1541.898454,900
2.2021692,4,1544.13298,105
2.1513693,5,1547.601967,432
1.8945329,4,1549.070818,175
2.1376247,4,1551.180337,140
1.8822844,6,1555.321245,972
1.9028863,5,1558.555841,336
2.1705344,5,1560.649742,288
2.5946825,6,1565.11879,1008
1.9163942,6,1569.619097,960
2.0365365,6,1574.90071,1134
1.8746831,6,1578.496289,648
2.6359,6,1582.855961,810
1.8960099,5,1587.246886,756
1.9083108,5,1591.012769,378
2.159272,5,1593.763111,525
2.1846757,6,1598.669542,1080
1.9202273,6,1603.201102,900
1.8924431,4,1605.201238,112
2.13952,6,1609.577995,972
1.9522922,4,1611.343748,112
2.1743176,6,1615.219006,810
2.21526,4,1624.314843,140
1.9026574,4,1631.925495,168
2.241623,4,1633.441224,105
2.127089,5,1637.129285,840
1.942393,5,1641.582715,882
2.1897817,4,1643.614104,168
2.1384118,5,1654.364849,1050
1.8705864,6,1660.443382,1080
1.9215391,5,1670.490944,700
2.1281004,6,1675.069379,900
1.8627905,4,1676.788255,120
2.1852586,4,1678.460237,252
2.1216555,6,1683.070318,1080
